0	1	2	3	4
Xkr4	0	0.000511987941659998	0.000764760277842345	0.00639541167584728	0
Gm1992	0	0	0	0	0
Gm37381	0	0	0	0	0
Rp1	0	0	0	0	0
Rp1.1	0	0	0	0	0
Sox17	0	0.00227180852131426	0.00237245412414433	0.111706230862359	0
Gm37323	0	0	0.000276629649470123	0	0
Mrpl15	0.95086718906844	1.00905187169762	0.792815371146367	0.871803266904091	0.632128407028858
Lypla1	0.43213729856471	0.438869960622583	0.430126845936528	0.326923065851969	0.567806807531647
Gm37988	0.000634026555556669	0.000480047875906757	0	0.0113431027696454	0
Tcea1	1.0327348273524	0.980292808553319	0.950878371691079	0.785287620684717	0.72064087893805
Rgs20	0.000185842655200918	0.000270095715439255	0.00549402791334248	0	0.00836239264778438
Gm16041	0	0	0	0	0
Atp6v1h	0.199498496412664	0.193270983644754	0.248580484569245	0.181602377194676	0.362683491095489
Oprk1	0	0	0	0	0
Npbwr1	0	0	0	0	0
Rb1cc1	0.22134215867393	0.235788342182711	0.295090903259207	0.270167019946429	0.260961091743689
4732440D04Rik	0.0154271241813379	0.0195806020579341	0.0265013835269069	0.0148000772009729	0
Fam150a	0	0.000467641915175088	0.0025803172766669	0	0.00982362660788209
St18	0	0.000381596035339304	0.0129934368608795	0	0
Pcmtd1	0.1319437419506	0.180409739976838	0.285083465772274	0.344175374030017	0.362836641307088
Gm26901	0.0144326681565477	0.0103295854197438	0.01950424386038	0.0379427743685206	0.0321725478084061
Gm30414	0.000444043483046886	0	0.00116970761403626	0	0
Sntg1	0	0	0	0.0127771768955421	0
Rrs1	0.732575500660102	0.68441579620864	0.476935563557031	0.548782639545662	0.346637494703662
Adhfe1	0.000642212589271402	0.000679852572335804	0.00284630285762274	0.0166562421525804	0
3110035E14Rik	0	0	0	0	0
Gm29520	0	0	0	0	0
Mybl1	0.0189735526958543	0.0294655749887679	0.0143733013114452	0.0234731838097268	0
Vcpip1	0.0865454079554819	0.103394522811939	0.113664572660433	0.109736662588476	0.141583464283184
1700034P13Rik	0.00275460410046325	0.00202626329944591	0.00293017889541008	0	0
Sgk3	0.0425583377058476	0.0439349880705295	0.0503048109447946	0.0650077009624353	0.120912273173627
Mcmdc2	0.0254281905188653	0.0414927426810782	0.0288464928701252	0.0183205430782103	0
Snhg6	0.762561240516025	0.586316681699094	0.707735572307997	0.757650584043528	0.514158708650278
Tcf24	0	0	0	0	0
Ppp1r42	0.00069213299073365	0	0.003499868408337	0	0
Gm15818	0	0	0	0	0
Cops5	0.950526057874104	1.05941062007264	0.920886924649487	0.943837795158523	0.767640680592978
Cspp1	0.373054262234425	0.481773878655328	0.50416256653241	0.384817951400076	0.42763539460795
Arfgef1	0.420795186754029	0.395969517434863	0.346026149753977	0.156841378535464	0.650986843479921
Cpa6	0.000275525805870964	0.000324183323854213	0	0	0.0439035526754825
Prex2	0.00865957208734271	0.0107131619810812	0.0063361047204504	0.218078117979876	0
A830018L16Rik	0.00470371096811608	0.00303139603493683	0.00356709787096899	0	0
Gm17644	0	0	0	0	0
Gm29663	0	0	0	0	0
Sulf1	0.00697052024245472	0.00678961773408709	0.0106388048457301	0.365611412902762	0
Slco5a1	0.00100778565758547	0.00187714286516776	0.00521666316070073	0	0
Gm29283	0	0	0	0	0
Prdm14	0	0	0.00110360475940589	0	0
Ncoa2	0.114087477161788	0.141678633661633	0.148298462809974	0.125538129000551	0.0871574799498551
Gm29570	0.000715481777940824	0.000556801398685113	0	0	0
Tram1	1.40658070040289	1.25292892490308	1.11372413078048	0.949079221927202	1.73856618603364
Lactb2	0.154048261549268	0.175152622464239	0.141695499924033	0.0576291950134603	0.0862178765712921
Xkr9	0.000110084663362475	0.000350965377651557	0.00141291575490336	0	0
Eya1	0.0279972325270642	0.0393118980043392	0.0624764655705018	0	0.040750279708816
Gm9947	0.000650817736215111	0.000511390821434803	0	0	0
Msc	0.000637570824555046	0.000779424922930303	0.000489592903612865	0.0320958939722841	0
Trpa1	0	0	0.000515878082532755	0	0
Kcnb2	0.0272878457436089	0.0398746235604598	0.0611282297981806	0.0295108904296397	0
Terf1	0.233088019907211	0.489354201076068	0.240541656212214	0.247241736504031	0.179580997611501
Sbspon	0.0192715396018334	0.0236209712359485	0.00906328206545422	0.150546887739755	0
4930444P10Rik	0.00237196081264445	0.00378183334490716	0.0111809854783565	0.01040129225655	0
Rpl7	35.2020690413576	32.5299819213845	36.7610779265775	32.0350260773305	35.5952915863599
Rdh10	0.0865279263106845	0.0833274564266188	0.109409250785474	0.185212766303166	0.0471586006218963
Gm28095	0	0	0	0	0
Stau2	0.303472099122156	0.37742241268464	0.321979997703642	0.195450374401345	0.172114643977673
Gm7568	0.000426460800959912	0	0	0	0
Ube2w	0.560478634380486	0.622169681969178	0.707670530883692	0.679819883928794	0.605271974856491
